Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HGT
244,Rashard Lewis\lewisra02,SF,27,SEA,60,60,2348,7.1,15.4,0.461,2.3,5.9,0.39,4.8,9.5,0.505,4.1,4.8,0.841,1.4,4.7,6.1,2.2,1,0.6,1.8,2.2,20.6,2.08
245,Randy Livingston\livinra01,PG,31,SEA,4,0,26,0,4.2,0,0,0,,0,4.2,0,0,0,,1.4,0,1.4,5.5,0,0,1.4,2.8,0,1.93
246,Shaun Livingston\livinsh01,PG,21,LAC,54,31,1611,4.6,10,0.463,0.1,0.4,0.313,4.5,9.7,0.469,1.8,2.6,0.707,1.3,2.9,4.1,6.1,1.3,0.6,2.4,3,11.2,2.01
247,Kyle Lowry\lowryky01,PG,20,MEM,10,0,175,2.9,7.8,0.368,0.6,1.6,0.375,2.3,6.2,0.367,5.1,5.8,0.893,2.5,3.9,6.4,6.6,2.9,0.2,2.5,4.1,11.5,1.83
248,John Lucas III\lucasjo02,PG,24,HOU,47,0,383,5.8,14.7,0.397,1.4,5.5,0.254,4.4,9.1,0.485,1.4,1.8,0.789,0.8,2.5,3.4,3.1,1.6,0,1.4,3.6,14.5,1.80
249,Tyronn Lue\luety01,PG,29,ATL,56,17,1488,5.3,12.7,0.416,1.4,3.9,0.348,3.9,8.8,0.446,3.5,3.9,0.883,0.5,2.1,2.5,4.9,0.6,0,2.1,2.4,15.4,1.83
250,Mark Madsen\madsema01,C,31,MIN,56,0,473,1.8,3.3,0.535,0,0,,1.8,3.3,0.535,1.1,2.2,0.517,2.7,4,6.6,0.8,0.8,0.8,1.6,7.6,4.6,2.06
251,Corey Maggette\maggeco01,SF,27,LAC,75,31,2291,5.8,12.7,0.454,0.2,1,0.2,5.6,11.7,0.476,8.2,9.9,0.82,1.4,5.5,6.9,3.3,1,0.2,3.2,3.8,19.9,1.98
252,Jamaal Magloire\magloja01,C,28,POR,81,23,1703,4.2,8.3,0.504,0,0,,4.2,8.3,0.504,2.8,5.1,0.541,3.2,7.2,10.4,0.6,0.4,1.4,2.7,4.8,11.2,2.11
253,Renaldo Major\majorre01,PF,24,GSW,1,0,27,2.7,13.3,0.2,0,0,,2.7,13.3,0.2,1.3,2.7,0.5,0,2.7,2.7,0,2.7,0,1.3,5.3,6.7,2.01
254,Stephon Marbury\marbust01,PG,29,NYK,74,74,2748,5.2,12.5,0.415,1.6,4.5,0.357,3.6,8,0.448,3.9,5.1,0.769,0.5,2.3,2.8,5.3,0.9,0.1,2.3,2.4,15.9,1.88
255,Shawn Marion\mariosh01,SF,28,PHO,80,80,3010,6.7,12.8,0.524,1,3,0.317,5.8,9.8,0.587,2.4,3,0.81,2.1,7.3,9.4,1.6,1.9,1.5,1.4,2.6,16.8,2.01
256,Damir Markota\markoda01,PF,21,MIL,30,0,170,4,11,0.365,1.3,3.4,0.375,2.8,7.6,0.361,1.5,2.3,0.636,2.3,4.2,6.6,1.3,0.6,0.2,3.2,4.7,10.8,2.08
257,Sean Marks\marksse01,PF,31,PHO,3,0,17,4.2,12.7,0.333,0,2.1,0,4.2,10.6,0.4,4.2,4.2,1,0,6.4,6.4,0,0,2.1,0,8.5,12.7,2.08
258,Donyell Marshall\marshdo01,PF,33,CLE,81,0,1360,5.5,13.1,0.424,2.5,7.2,0.351,3,5.9,0.514,1.4,2.1,0.663,2.3,6.3,8.6,1.2,1,1.1,1.8,3.4,15,2.06
259,Rawle Marshall\marshra01,SG,24,IND,40,2,361,3.2,8.9,0.36,0.4,1.8,0.222,2.8,7.1,0.394,3.1,4.5,0.689,0.8,2.1,2.9,1.3,1.2,0.5,1.9,2.2,9.9,2.06
260,Darrick Martin\martida01,PG,35,TOR,31,0,220,5.4,15.4,0.351,2.1,6.1,0.351,3.3,9.3,0.351,2.5,3.4,0.714,0.3,1.6,2,7,0.5,0,2,3.6,15.4,1.80
261,Kenyon Martin\martike01,PF,29,DEN,2,2,63,4.6,9.1,0.5,0,0.6,0,4.6,8.6,0.533,1.7,6.9,0.25,3.4,8,11.4,0.6,0,0,2.9,5.7,10.9,2.06
262,Kevin Martin\martike02,SG,23,SAC,80,80,2818,6.5,13.6,0.473,1.6,4.3,0.381,4.8,9.4,0.515,6.1,7.3,0.844,0.9,3.5,4.4,2.2,1.3,0.1,1.7,2.3,20.7,2.01
263,Desmond Mason\masonde01,SF,29,NOK,75,75,2575,5.7,12.6,0.452,0,0,,5.7,12.6,0.452,3,4.5,0.663,1.7,3.1,4.8,1.6,0.7,0.3,2.7,2.4,14.4,2.01
264,Roger Mason\masonro01,SG,26,WAS,62,0,492,4.3,13.1,0.33,2.4,7.5,0.324,1.9,5.6,0.338,1,1.2,0.875,0.5,2.8,3.3,2.6,1,0.4,1.4,4.8,12.1,1.96
265,Jason Maxiell\maxieja01,C,23,DET,67,8,943,5,10,0.5,0,0,,5,10,0.5,2.7,5.2,0.526,3.4,3.7,7.1,0.5,1.1,2.3,2,4.2,12.8,2.01
266,Sean May\mayse01,PF,22,CHA,35,8,838,7,14.1,0.5,0.1,0.1,0.667,7,14,0.498,3.7,4.8,0.768,3.1,6.9,10,2.8,0.8,1,2.4,4.3,17.9,2.06
267,Rashad McCants\mccanra01,SG,22,MIN,37,0,554,4,11.5,0.35,1.3,4.9,0.267,2.7,6.6,0.412,2.6,3.8,0.69,0.9,2.1,3.1,2.5,1.7,0.5,2.6,4.6,12,1.93
268,Chris McCray\mccrach01,SG,22,MIL,5,0,12,0,9,0,0,0,,0,9,0,0,0,,0,0,0,0,0,0,6,3,0,1.96
269,Antonio McDyess\mcdyean01,PF,32,DET,82,3,1729,5.9,11.2,0.526,0,0,,5.9,11.2,0.526,2,2.9,0.691,3.4,6.9,10.3,1.5,1.3,1.4,1.6,5,13.8,2.06
270,Ivan McFarlin\mcfariv01,PF,24,PHI,11,0,41,4.4,11.4,0.385,0,0.9,0,4.4,10.5,0.417,4.4,6.1,0.714,6.1,3.5,9.7,0.9,0,0,0.9,7,13.2,2.03
271,Tracy McGrady*\mcgratr01,SG,27,HOU,71,71,2539,9,21,0.431,1.8,5.4,0.331,7.3,15.6,0.466,4.9,6.9,0.707,0.8,4.6,5.4,6.5,1.3,0.5,3,1.9,24.8,2.03
272,Jeff McInnis\mcinnje01,PG,32,CHA,38,3,702,3.6,9.3,0.392,0.1,0.4,0.125,3.6,8.9,0.405,1.1,1.6,0.688,0.7,2.5,3.2,6.4,0.7,0,2.2,3.7,8.5,1.93
273,Aaron McKie\mckieaa01,SF,34,LAL,10,0,131,3,4.7,0.647,0,0,,3,4.7,0.647,0,0,,0.3,4.7,4.9,3.6,1.1,0,2.2,3.8,6,1.96
274,Keith McLeod\mcleoke01,PG,27,TOT,48,9,718,3.7,9.4,0.388,0.8,2.3,0.356,2.9,7.2,0.399,3.5,3.9,0.885,0.2,2,2.2,4.5,1.2,0.3,2.3,2.6,11.6,1.88
275,Stanislav Medvedenko\medvest01,C,27,ATL,14,0,81,5.3,12.9,0.414,0.4,0.9,0.5,4.9,12,0.407,7.6,8.9,0.85,1.8,4.4,6.2,0.9,0,0.9,2.2,7.1,18.7,2.08
276,Pops Mensah-Bonsu\mensapo01,PF,23,DAL,12,0,71,5.6,8.6,0.647,0,0,,5.6,8.6,0.647,3.5,9.1,0.389,4.6,6.1,10.6,0,0.5,0,4.6,4.1,14.7,2.06
277,C.J. Miles\milescj01,SG,19,UTA,37,13,373,3.9,11.2,0.345,0.7,3.1,0.219,3.2,8.1,0.393,1.4,2.2,0.609,1.1,2.3,3.4,2.4,1.1,0.4,2.7,5.8,9.7,1.98
278,Darko Miličić\milicda01,PF,21,ORL,80,16,1913,4.7,10.3,0.454,0,0,0,4.7,10.3,0.455,2.7,4.3,0.613,2.7,5.5,8.2,1.7,0.8,2.6,2.3,4.1,12,2.13
279,Andre Miller\millean02,PG,30,TOT,80,79,2966,5.1,11,0.466,0.1,0.4,0.143,5.1,10.6,0.479,2.7,3.4,0.784,1.2,3.1,4.3,7.6,1.3,0.1,2.7,2.2,13,1.90
280,Brad Miller\millebr01,C,30,SAC,63,56,1783,4.5,10,0.453,0.1,0.7,0.152,4.4,9.3,0.475,2.3,3,0.772,1.6,6.5,8.1,4.5,0.8,0.8,2.2,3.1,11.5,2.11
281,Mike Miller\millemi01,SG,26,MEM,70,69,2740,6.1,13.3,0.46,2.7,6.5,0.406,3.5,6.7,0.514,2.1,2.7,0.793,0.7,4.3,5,3.9,0.7,0.2,2.4,1.8,17,2.03
282,Paul Millsap\millspa01,PF,21,UTA,82,1,1472,5.1,9.7,0.525,0,0.1,0.333,5.1,9.7,0.527,3.4,5.1,0.673,4.5,5.9,10.3,1.5,1.6,1.8,2.3,5.8,13.7,2.01
283,Yao Ming*\mingya01,C,26,HOU,48,48,1624,9.4,18.2,0.516,0,0,0,9.4,18.1,0.518,7.9,9.2,0.862,2.2,7.8,10,2.1,0.4,2.1,3.7,3.5,26.6,2.29
284,Cuttino Mobley\moblecu01,SG,31,LAC,78,73,2841,4.9,11.2,0.44,1.3,3.1,0.411,3.6,8.1,0.451,2.5,3,0.837,0.7,2.7,3.4,2.5,1.2,0.3,1.8,2.4,13.6,1.93
285,Nazr Mohammed\mohamna01,C,29,DET,51,33,773,5.5,10.3,0.532,0,0,,5.5,10.3,0.532,2.3,3.8,0.61,4.1,6.5,10.7,0.4,1.3,1.9,2,6.2,13.3,2.08
286,Mikki Moore\mooremi01,C,31,NJN,79,55,2082,5.3,8.7,0.609,0,0,0,5.3,8.7,0.61,2.8,4.1,0.681,2.5,4.5,7,1.3,0.8,1,2,4.5,13.4,2.11
287,Randolph Morris\morrira01,C,21,NYK,5,0,44,0.8,4.9,0.167,0,0,,0.8,4.9,0.167,1.6,4.9,0.333,0.8,6.5,7.4,0.8,1.6,0.8,1.6,3.3,3.3,2.08
288,Adam Morrison\morriad01,PF,22,CHA,78,23,2326,5.5,14.6,0.376,1.3,4,0.337,4.1,10.6,0.391,1.9,2.6,0.71,0.8,2.7,3.6,2.5,0.4,0.1,2,2.8,14.2,2.03
289,Alonzo Mourning*\mournal01,C,36,MIA,77,43,1572,5.5,9.7,0.56,0,0,,5.5,9.7,0.56,4.2,7.1,0.601,2.9,5.1,8,0.4,0.3,4.1,3,5,15.1,2.08
290,Troy Murphy\murphtr01,PF,26,TOT,68,48,1852,5.2,11.3,0.458,1.1,2.9,0.395,4,8.4,0.479,2.1,2.8,0.745,1.9,6.1,8,2.4,0.9,0.8,1.5,3.8,13.6,2.11
291,Ronald Murray\murraro01,SG,27,DET,69,18,1477,4.3,10.7,0.404,0.6,2,0.289,3.7,8.7,0.431,2.1,2.9,0.725,0.6,2.1,2.8,4.6,1.2,0.3,2.2,2.3,11.3,1.93
292,Dikembe Mutombo*\mutomdi01,C,40,HOU,75,33,1289,2.4,4.3,0.556,0,0,,2.4,4.3,0.556,1.7,2.4,0.69,4.6,9,13.6,0.4,0.6,2.1,1.1,4.4,6.4,2.18
293,Boštjan Nachbar\nachbbo01,SF,26,NJN,76,1,1532,5.3,11.6,0.457,2.6,6.2,0.423,2.7,5.4,0.496,3.1,3.9,0.805,0.6,5.3,5.9,1.4,0.7,0.6,1.6,4.3,16.4,2.06
294,Eduardo Nájera\najered01,PF,30,DEN,75,36,1658,4.4,7.7,0.576,0,0.3,0.083,4.4,7.4,0.594,1.9,2.7,0.715,2.8,3.9,6.7,1.4,1.6,0.6,1.2,4.5,10.8,2.03
295,Steve Nash*\nashst01,PG,32,PHO,76,76,2682,6.9,13,0.532,2.1,4.6,0.455,4.8,8.4,0.575,3,3.3,0.899,0.4,3.2,3.6,11.9,0.8,0.1,3.9,1.6,19,1.90
296,Jameer Nelson\nelsoja01,PG,24,ORL,77,77,2331,5.8,13.5,0.43,1,3,0.335,4.8,10.5,0.457,2.8,3.4,0.828,0.8,2.9,3.6,5.1,1.1,0.1,2.8,3.5,15.4,1.83
297,Rasho Nesterović\nestera01,C,30,TOR,80,73,1676,4.9,9,0.546,0,0,0,4.9,9,0.548,0.7,1.1,0.68,2.5,5.3,7.7,1.6,0.8,1.8,1.2,4.1,10.6,2.13
298,Ira Newble\newblir01,SF,32,CLE,15,1,129,4.5,10.3,0.432,2.2,4.2,0.533,2.2,6.1,0.364,1.7,2.8,0.6,3.6,4.7,8.4,0.6,1.7,0,0.8,4.7,12.8,2.01
299,Andrés Nocioni\nocioan01,PF,27,CHI,53,31,1406,7,15,0.467,2,5.4,0.383,4.9,9.6,0.515,3.1,3.7,0.848,1.1,6.6,7.7,1.5,0.7,0.6,2.7,4.2,19.2,2.01
300,David Noel\noelda01,PF,22,MIL,68,0,792,3,8,0.367,0.8,2.4,0.321,2.2,5.6,0.387,1.7,2,0.86,1.9,3.7,5.6,3,1.1,0.4,1.8,3.5,8.4,1.98
301,Steve Novak\novakst01,SF,23,HOU,35,1,191,3.4,9.4,0.36,2.5,7.4,0.333,0.9,2.1,0.455,0.4,0.4,1,0.8,4.1,4.9,1.1,0.9,0,0.8,4,9.6,2.08
302,Dirk Nowitzki\nowitdi01,PF,28,DAL,78,78,2820,8.6,17.1,0.502,0.9,2.2,0.416,7.7,14.9,0.515,6.4,7,0.904,1.6,7.3,8.8,3.4,0.7,0.8,2.1,2.2,24.5,2.13
303,Patrick O'Bryant\obryapa01,C,20,GSW,16,0,119,3,9.7,0.313,0,0,,3,9.7,0.313,3.3,5.1,0.647,2.1,4.2,6.4,2.7,1.8,2.4,2.4,7.9,9.4,2.13
304,Jermaine O'Neal\onealje01,C,28,IND,69,69,2459,7.3,16.7,0.436,0,0.1,0,7.3,16.6,0.439,5,6.5,0.767,2.2,7.4,9.7,2.4,0.7,2.7,3,3.4,19.6,2.11
305,Shaquille O'Neal*\onealsh01,C,34,MIA,40,39,1135,9,15.2,0.591,0,0,,9,15.2,0.591,3.9,9.3,0.422,3.1,6.3,9.4,2.5,0.3,1.7,3,4.4,21.9,2.16
306,Fabricio Oberto\obertfa01,C,31,SAS,79,33,1365,4.2,7.4,0.562,0,0,,4.2,7.4,0.562,0.9,1.3,0.647,3.5,6.3,9.7,1.8,0.7,0.6,1.8,5.6,9.2,2.08
307,Lamar Odom\odomla01,PF,27,LAL,56,56,2202,5.2,11.1,0.468,0.9,3,0.297,4.3,8.2,0.531,3.2,4.6,0.7,1.7,7.3,8.9,4.4,0.9,0.5,2.7,3,14.6,2.08
308,Emeka Okafor\okafoem01,C,24,CHA,67,65,2329,6.1,11.4,0.532,0,0,,6.1,11.4,0.532,2.7,4.6,0.593,4,7.7,11.7,1.2,0.9,2.7,1.7,3.2,14.9,2.08
309,Mehmet Okur\okurme01,C,27,UTA,80,80,2664,6.6,14.3,0.462,1.7,4.5,0.384,4.9,9.8,0.498,4,5.2,0.765,2.2,5.7,7.8,2.1,0.5,0.5,1.7,3.5,19,2.11
310,Kevin Ollie\ollieke01,PG,34,PHI,53,23,919,3.2,7.3,0.433,0,0.1,0,3.2,7.2,0.438,1.4,1.8,0.822,0.3,2.6,2.9,5.1,0.8,0,1.8,3,7.8,1.93
311,Michael Olowokandi\olowomi01,C,31,BOS,24,0,234,2.9,7.1,0.413,0,0,,2.9,7.1,0.413,0.3,0.5,0.667,2.2,5.2,7.4,0.8,1.2,2,2.6,7.4,6.2,2.13
312,Bo Outlaw\outlabo01,PF,35,ORL,41,0,460,2.7,4,0.667,0,0,,2.7,4,0.667,1,1.7,0.591,3.7,4.6,8.3,1.3,1.3,0.5,1.6,4.5,6.3,2.03
313,Travis Outlaw\outlatr01,PF,22,POR,67,1,1532,5.8,13.3,0.434,0.2,0.9,0.27,5.5,12.5,0.445,3.4,4.3,0.79,1.5,3.6,5.1,1.2,1.4,1.7,1.6,3.5,15.2,2.06
314,Zaza Pachulia\pachuza01,C,22,ATL,72,47,2026,5.2,10.9,0.474,0,0,0,5.2,10.9,0.475,5.2,6.6,0.786,3.5,5.3,8.9,1.9,1.4,0.6,2.9,4.7,15.5,2.11
315,Scott Padgett\padgesc01,PF,30,TOT,31,0,231,2.5,8.7,0.286,1.2,5.1,0.242,1.2,3.6,0.348,0.9,2,0.462,2.5,5.9,8.4,1.2,0.8,0.5,1.4,5.5,7.2,2.06
316,Jannero Pargo\pargoja01,PG,27,NOK,82,7,1710,6,14.6,0.409,1.7,4.4,0.388,4.3,10.2,0.418,2.2,2.6,0.852,0.4,3.4,3.8,4.3,1.1,0.1,2.6,2.5,15.8,1.85
317,Anthony Parker\parkean01,SG,31,TOR,73,73,2437,4.8,10.1,0.477,1.7,3.9,0.441,3.1,6.3,0.5,1.9,2.3,0.835,0.9,3.3,4.2,2.3,1.1,0.2,1,2,13.3,1.98
318,Smush Parker\parkesm01,PG,25,LAL,82,80,2457,5,11.5,0.436,1.6,4.4,0.365,3.4,7.1,0.479,1.7,2.6,0.646,0.7,2.4,3,3.3,1.7,0.1,2.2,3.1,13.3,1.93
319,Tony Parker\parketo01,PG,24,SAS,77,77,2499,8.2,15.8,0.52,0.2,0.5,0.395,8,15.2,0.525,3.9,5,0.783,0.5,3.1,3.6,6.1,1.2,0.1,2.8,2,20.6,1.88
320,Ruben Patterson\patteru01,SF,31,MIL,81,53,2508,6.8,12.4,0.548,0,0.3,0.158,6.8,12.2,0.557,3.5,5.4,0.641,2.7,3.6,6.3,3.3,1.6,0.4,2.9,3.3,17.1,1.96
321,Chris Paul\paulch01,PG,21,NOK,64,64,2353,5.8,13.3,0.437,0.8,2.2,0.35,5.1,11.1,0.455,4.5,5.5,0.818,0.8,3.5,4.3,8.7,1.8,0,2.5,2.4,16.9,1.83
322,Sasha Pavlović\pavloal01,SG,23,CLE,67,28,1534,5.2,11.5,0.453,1.4,3.5,0.405,3.8,8,0.474,2.3,3,0.794,0.5,3.2,3.7,2.5,1.3,0.4,2.4,3.4,14.2,2.03
323,Gary Payton*\paytoga01,PG,38,MIA,68,28,1503,3.4,8.8,0.393,0.8,2.9,0.26,2.7,5.8,0.461,0.9,1.4,0.667,0.4,2.7,3.2,4.8,1,0.1,1.6,2.8,8.6,1.93
324,Kendrick Perkins\perkike01,C,22,BOS,72,53,1576,3,6.1,0.491,0,0.1,0,3,6.1,0.496,1.4,2.3,0.6,2.6,5.9,8.5,2.1,0.5,2.2,2.6,4.9,7.4,2.08
325,Morris Peterson\petermo01,SF,29,TOR,71,12,1515,5.3,12.3,0.429,2.5,7,0.359,2.8,5.3,0.523,2,2.9,0.683,0.8,4.9,5.6,1.1,1.1,0.3,1.3,3,15.1,2.01
326,Johan Petro\petrojo01,C,21,SEA,81,13,1510,5.4,10.4,0.516,0,0,,5.4,10.4,0.516,1.2,1.8,0.649,2.2,5.8,8,1.1,0.9,1.1,2,5.7,12,2.13
327,Eric Piatkowski\piatker01,SG,36,PHO,11,0,73,4.4,12.3,0.36,3.5,8.9,0.389,1,3.5,0.286,1,1,1,1,3.5,4.4,2,0,0.5,2.5,3,13.3,2.01
328,Paul Pierce*\piercpa01,SG,29,BOS,47,46,1740,7.7,17.6,0.439,2.2,5.7,0.389,5.5,11.9,0.463,6.6,8.3,0.796,0.8,4.9,5.7,4,1,0.3,3.1,2.5,24.3,2.01
329,Mickaël Piétrus\pietrmi01,SF,24,GSW,72,38,1937,5.3,10.9,0.488,1.7,4.5,0.388,3.6,6.4,0.558,2.5,3.9,0.648,1.5,4.6,6.1,1.2,0.9,1,2,4.1,14.9,1.98
330,Kevinn Pinkney\pinknke01,PF,23,BOS,6,0,100,4.3,9.7,0.444,0.4,0.7,0.5,4,9,0.44,2.2,3.2,0.667,2.5,2.9,5.4,1.8,1.1,1.1,1.4,4.3,11.2,2.08
331,Scot Pollard\pollasc01,C,31,CLE,24,0,109,3.6,8.6,0.423,0,0,,3.6,8.6,0.423,0.7,1.3,0.5,5,5.3,10.2,1,1.3,0.3,1.3,8.9,7.9,2.11
332,James Posey\poseyja01,SF,30,MIA,71,19,1919,3.5,8.1,0.431,1.8,4.9,0.375,1.7,3.2,0.514,1.5,1.8,0.827,1.2,5.5,6.7,1.8,1.3,0.4,1,3.6,10.3,2.03
333,Vitaly Potapenko\potapvi01,C,31,SAC,3,0,13,0,11.1,0,0,0,,0,11.1,0,0,0,,0,5.5,5.5,0,0,0,5.5,8.3,0,2.08
334,Leon Powe\powele01,C,23,BOS,63,2,720,3.9,8.8,0.446,0,0.1,0,3.9,8.7,0.451,5.3,7.2,0.736,4.8,5.9,10.7,0.5,0.7,1.1,2.3,5.2,13.2,2.03
335,Josh Powell\poweljo01,PF,24,TOT,37,0,353,4.4,9.5,0.462,0,0,,4.4,9.5,0.462,3.1,4.3,0.714,2.4,6.5,9,2.1,0.5,1.2,3,6.2,11.8,2.06
336,Roger Powell\powelro01,SF,24,UTA,3,0,13,0,8.3,0,0,2.8,0,0,5.5,0,5.5,5.5,1,8.3,0,8.3,0,0,0,8.3,5.5,5.5,1.98
337,Ronnie Price\pricero01,PG,23,SAC,58,1,563,4.3,11,0.39,1.3,4.2,0.323,2.9,6.8,0.43,2.4,3.5,0.673,1,3.6,4.5,3.1,1.8,0.3,2.1,4.1,12.3,1.88
338,Tayshaun Prince\princta01,SF,26,DET,82,82,3001,5.5,12,0.46,1,2.5,0.386,4.5,9.4,0.48,2.1,2.7,0.768,1.7,3.4,5.1,2.7,0.6,0.7,1.2,1.4,14,2.06
339,Joel Przybilla\przybjo01,C,27,POR,43,43,701,1.9,4,0.474,0,0,,1.9,4,0.474,0.5,1.4,0.37,3,5.6,8.6,0.6,0.5,3.4,2.1,6.4,4.3,2.16
340,Chris Quinn\quinnch01,PG,23,MIA,42,1,408,4.2,11.6,0.366,1.8,5,0.351,2.5,6.5,0.378,2.2,3.3,0.676,0.5,2.1,2.6,5.7,1.3,0,1.9,2.8,12.4,1.88
341,Vladimir Radmanović\radmavl01,PF,26,LAL,55,15,986,4.9,11.5,0.424,1.5,4.3,0.339,3.4,7.2,0.475,1.9,2.7,0.726,1.9,4.6,6.6,2.4,0.9,0.7,2.5,4.6,13.2,2.08
342,Shavlik Randolph\randosh01,PF,23,PHI,13,6,179,4.6,9.7,0.479,0,0,,4.6,9.7,0.479,2.4,4.4,0.545,3.8,7,10.9,0.8,1.4,2,1.8,4.6,11.7,2.08
343,Zach Randolph\randoza01,PF,25,POR,68,67,2425,8.9,19.1,0.467,0.2,0.7,0.292,8.7,18.4,0.473,5.8,7.1,0.819,3,7.3,10.2,2.2,0.8,0.2,3.2,2.7,23.9,2.06
344,Theo Ratliff\ratlith01,C,33,BOS,2,2,44,0.8,2.5,0.333,0,0,,0.8,2.5,0.333,2.5,3.3,0.75,1.6,4.1,5.7,0,0.8,2.5,0.8,4.9,4.1,2.08
345,Allan Ray\rayal01,SG,22,BOS,47,5,710,5.1,13.1,0.386,2.4,5.9,0.414,2.6,7.3,0.364,2.1,2.8,0.764,0.9,2.6,3.5,2.2,1,0.2,2.1,4.3,14.7,1.88
346,Michael Redd\reddmi01,SF,27,MIL,53,53,2036,8.4,18.1,0.465,2.1,5.4,0.382,6.4,12.7,0.501,6.1,7.4,0.829,0.7,2.7,3.5,2.2,1.1,0.2,2.2,1.4,25,1.98
347,J.J. Redick\redicjj01,PG,22,ORL,42,0,622,4.6,11.3,0.41,2.2,5.7,0.388,2.4,5.6,0.433,3.1,3.5,0.9,0.6,2.4,3,2.1,0.7,0,1.2,3,14.6,1.90
348,Justin Reed\reedju01,PF,25,MIN,41,3,318,4.5,12.1,0.374,0,0,,4.5,12.1,0.374,2.9,3.4,0.867,1.7,3.5,5.2,1.9,0.6,0.3,2.5,5,12,2.03
349,Jared Reiner\reineja01,C,24,MIL,27,2,244,2.2,6.3,0.349,0,0,,2.2,6.3,0.349,0.4,1.5,0.3,3.1,7.4,10.5,1.9,0.7,0.9,2.1,6.6,4.9,2.11
350,Jason Richardson\richaja01,SG,26,GSW,51,49,1675,6.6,15.8,0.417,2.4,6.5,0.365,4.2,9.3,0.453,2,3,0.657,1.5,4,5.6,3.7,1.2,0.7,1.8,2.8,17.5,1.98
351,Jeremy Richardson\richaje01,SG-SF,22,TOT,6,0,20,5.4,10.8,0.5,3.6,5.4,0.667,1.8,5.4,0.333,0,0,,1.8,1.8,3.6,0,1.8,0,1.8,3.6,14.4,1.98
352,Quentin Richardson\richaqu01,SF,26,NYK,49,47,1621,5.1,12.1,0.418,2.2,5.7,0.376,2.9,6.4,0.456,1.8,2.7,0.692,1.4,6.4,7.8,2.4,0.8,0.2,1.6,3,14.1,1.98
353,Luke Ridnour\ridnolu01,PG,25,SEA,71,58,2091,5.2,12,0.433,0.8,2.4,0.353,4.3,9.6,0.453,2.2,2.7,0.805,0.5,2.3,2.8,6.3,1.4,0.3,2.7,3.1,13.4,1.88
354,Anthony Roberson\roberan02,PG,23,GSW,20,1,227,7,16.5,0.423,3.3,8.7,0.382,3.6,7.8,0.469,0.3,0.5,0.667,0.3,3,3.3,1.6,1.9,0,2.1,4.3,17.6,1.88
355,Lawrence Roberts\roberla01,PF,24,MEM,54,18,969,3.5,7.7,0.452,0,0.1,0,3.5,7.7,0.456,3.5,4.9,0.725,3.8,5.9,9.7,1.1,1.3,0.5,1.3,4.9,10.5,2.06
356,Bernard Robinson\robinbe01,SG-SF,26,TOT,31,0,278,2.5,8,0.306,0,0.3,0,2.5,7.8,0.317,3,3.5,0.852,1.3,4.9,6.2,2.5,2.2,0.3,2.1,4.1,7.9,1.98
357,Clifford Robinson\robincl02,C,40,NJN,50,1,955,3.1,8.2,0.372,0.9,2.5,0.379,2.1,5.7,0.368,0.6,1.4,0.444,1.2,3.4,4.6,1.9,0.5,0.9,1.1,3.7,7.7,2.08
358,Nate Robinson\robinna01,PG,22,NYK,64,5,1356,6,13.9,0.434,2.2,5.7,0.39,3.8,8.2,0.465,2.9,3.7,0.777,1.5,2.6,4,2.4,1.3,0.2,1.9,4.2,17.1,1.75
359,Sergio Rodríguez\rodrise01,PG,20,POR,67,1,862,4.2,10,0.423,1,3.5,0.282,3.2,6.4,0.5,0.9,1.1,0.808,0.8,3,3.8,9.1,1.5,0.1,3.2,3,10.3,1.90
360,Rajon Rondo\rondora01,PG,20,BOS,78,25,1831,3.7,8.8,0.418,0.1,0.6,0.207,3.6,8.3,0.432,2.3,3.6,0.647,1.5,4.3,5.7,5.8,2.5,0.2,2.7,3.6,9.9,1.85
361,Jalen Rose\roseja01,SF,34,PHO,29,0,246,5.6,12.6,0.442,3.1,6.9,0.447,2.5,5.7,0.436,1.6,1.8,0.917,0.4,2.9,3.4,2.3,0.7,0.3,1.3,3.2,15.8,2.03
362,Malik Rose\rosema01,PF,32,NYK,65,2,810,3.3,8.3,0.398,0.1,0.4,0.25,3.2,7.9,0.404,1.9,2.3,0.808,2.1,5.7,7.8,2.9,1.2,0.4,2.9,5.3,8.5,2.01
363,Quinton Ross\rossqu01,SG,25,LAC,81,43,1700,3.7,8,0.467,0,0.2,0.2,3.7,7.8,0.474,1.4,1.8,0.782,1.3,2.8,4,1.8,1.5,0.7,0.7,3.8,9,1.98
364,Brandon Roy\roybr01,SG,22,POR,57,55,2015,6.2,13.7,0.456,1,2.6,0.377,5.3,11.1,0.475,3.6,4.3,0.838,1,3.4,4.5,4.1,1.2,0.2,2.1,2.5,17.1,1.98
365,Michael Ruffin\ruffimi01,PF,30,WAS,30,0,271,0.7,2.4,0.278,0,0,,0.7,2.4,0.278,0.9,2.5,0.368,4.6,3.6,8.2,0.8,0.8,1.1,1.6,5.7,2.3,2.06
366,John Salmons\salmojo01,SG,27,SAC,79,19,2135,4,8.7,0.456,0.7,1.9,0.357,3.3,6.8,0.484,2.7,3.4,0.779,0.8,3.7,4.5,4.3,1.2,0.5,2,3,11.3,2.01
